ts,gpu_util,gpu_mem_used
1771750030.083197,100.0,23260.25
1771750030.1844342,100.0,23260.25
1771750030.2852778,100.0,23260.25
1771750030.3861494,100.0,23260.25
1771750030.4871078,100.0,23260.25
1771750030.5881143,100.0,23260.25
1771750030.6889966,100.0,23260.25
1771750030.7898974,100.0,23260.25
1771750030.8908072,100.0,23260.25
1771750030.9917045,100.0,23260.25
1771750031.0929656,100.0,23260.25
1771750031.1938233,100.0,23260.25
1771750031.2946987,100.0,23260.25
1771750031.3955584,100.0,23260.25
1771750031.496419,100.0,23260.25
1771750031.5972948,100.0,23260.25
1771750031.6981814,100.0,23260.25
1771750031.7991498,100.0,23260.25
1771750031.9005163,100.0,23260.25
1771750032.0017724,100.0,23260.25
1771750032.1029413,100.0,23260.25
1771750032.203812,100.0,23260.25
1771750032.30468,100.0,23260.25
1771750032.4055383,100.0,23260.25
1771750032.506353,98.0,23260.25
1771750032.6072052,98.0,23260.25
1771750032.7084496,12.0,23260.25
1771750032.8093126,12.0,23260.25
1771750032.9101834,0.0,23260.25
1771750033.0110402,0.0,23260.25
1771750033.111901,0.0,23260.25
1771750033.2131927,0.0,23260.25
1771750033.3140578,0.0,23260.25
1771750033.4149122,0.0,23260.25
1771750033.515751,0.0,23260.25
1771750033.6165977,0.0,23260.25
1771750033.7173111,0.0,23260.25
1771750033.81811,0.0,23260.25
1771750033.918796,0.0,23260.25
1771750034.019607,0.0,23260.25
1771750034.120355,0.0,23260.25
1771750034.2211704,0.0,23260.25
1771750034.322018,0.0,23260.25
1771750034.422745,0.0,23260.25
1771750034.5235803,0.0,23260.25
1771750034.6244278,0.0,23260.25
1771750034.7252085,0.0,23260.25
1771750034.8259373,0.0,23260.25
1771750034.9266882,0.0,23260.25
1771750035.027303,0.0,23260.25
1771750035.1281397,0.0,23260.25
1771750035.2287493,0.0,23260.25
1771750035.3294203,0.0,23260.25
1771750035.4301305,0.0,23260.25
1771750035.5544717,0.0,23260.25
1771750035.6552835,0.0,23260.25
1771750035.755984,0.0,23260.25
1771750035.8567317,0.0,23260.25
1771750035.957362,0.0,23260.25
1771750036.0580761,0.0,23260.25
1771750036.1587753,0.0,23260.25
1771750036.260242,0.0,23260.25
1771750036.3624423,0.0,23260.25
1771750036.463214,28.0,23260.25
1771750036.5639415,28.0,23260.25
1771750036.664687,0.0,23260.25
1771750036.7654247,0.0,23260.25
1771750036.866157,1.0,23260.25
1771750036.9668982,1.0,23260.25
1771750037.0676587,100.0,23260.25
1771750037.1688688,100.0,23260.25
1771750037.269636,100.0,23260.25
1771750037.3704557,100.0,23260.25
