ts,gpu_util,gpu_mem_used
1771723930.2002945,0.0,23260.25
1771723930.3015356,0.0,23260.25
1771723930.402344,0.0,23260.25
1771723930.5031593,0.0,23260.25
1771723930.6038682,0.0,23260.25
1771723930.8380582,0.0,23260.25
1771723930.9388385,0.0,23260.25
1771723931.0395827,0.0,23260.25
1771723931.140769,0.0,23260.25
1771723931.2415524,0.0,23260.25
1771723931.3423624,0.0,23260.25
1771723931.4430628,0.0,23260.25
1771723931.543804,0.0,23260.25
1771723931.644447,0.0,23260.25
1771723931.745209,0.0,23260.25
1771723931.923689,0.0,23260.25
1771723932.0243766,0.0,23260.25
1771723932.1252546,0.0,23260.25
1771723932.2264519,0.0,23260.25
1771723932.3273022,48.0,23260.25
1771723932.428829,48.0,23260.25
1771723932.529718,100.0,23260.25
1771723932.6305723,100.0,23260.25
1771723932.7314184,100.0,23260.25
1771723932.8322294,100.0,23260.25
1771723932.9330487,100.0,23260.25
1771723933.0338733,100.0,23260.25
1771723933.134815,100.0,23260.25
1771723933.2356753,100.0,23260.25
1771723933.3365316,100.0,23260.25
1771723933.4377513,100.0,23260.25
1771723933.5389645,100.0,23260.25
1771723933.6400907,100.0,23260.25
1771723933.7412734,100.0,23260.25
1771723933.842122,100.0,23260.25
1771723933.9429786,100.0,23260.25
1771723934.0438502,100.0,23260.25
1771723934.1447012,100.0,23260.25
1771723934.2460332,100.0,23260.25
1771723934.3468735,2.0,23260.25
1771723934.4481115,2.0,23260.25
1771723934.548977,38.0,23260.25
1771723934.6500254,38.0,23260.25
1771723934.7509387,100.0,23260.25
1771723934.8517644,100.0,23260.25
1771723934.952593,100.0,23260.25
1771723935.0537186,100.0,23260.25
1771723935.1545308,100.0,23260.25
1771723935.2553446,100.0,23260.25
1771723935.3563395,100.0,23260.25
1771723935.4612849,100.0,23260.25
1771723935.5620933,100.0,23260.25
1771723935.6628783,100.0,23260.25
1771723935.763734,100.0,23260.25
1771723935.8645303,100.0,23260.25
1771723935.9653904,100.0,23260.25
1771723936.0661585,100.0,23260.25
1771723936.1669497,100.0,23260.25
1771723936.2829182,81.0,23260.25
1771723936.383868,81.0,23260.25
1771723936.4847434,66.0,23260.25
1771723936.585582,66.0,23260.25
1771723936.686412,100.0,23260.25
1771723936.787288,100.0,23260.25
1771723936.8881588,100.0,23260.25
1771723936.989032,100.0,23260.25
1771723937.0900507,100.0,23260.25
1771723937.190928,100.0,23260.25
1771723937.2917655,100.0,23260.25
1771723937.3928235,100.0,23260.25
1771723937.4937086,100.0,23260.25
1771723937.5945296,100.0,23260.25
1771723937.6955214,100.0,23260.25
1771723937.7967944,100.0,23260.25
1771723937.8980265,100.0,23260.25
1771723937.9992,100.0,23260.25
1771723938.1000729,100.0,23260.25
1771723938.2011938,100.0,23260.25
1771723938.302116,100.0,23260.25
1771723938.4031389,100.0,23260.25
1771723938.5040267,100.0,23260.25
1771723938.6048915,100.0,23260.25
1771723938.7057397,79.0,23260.25
1771723938.8067307,79.0,23260.25
1771723938.9075756,70.0,23260.25
1771723939.0084503,70.0,23260.25
1771723939.1092894,100.0,23260.25
1771723939.2101521,100.0,23260.25
1771723939.3110366,100.0,23260.25
1771723939.4119077,100.0,23260.25
1771723939.5127716,100.0,23260.25
1771723939.6136465,100.0,23260.25
1771723939.7144678,100.0,23260.25
1771723939.816014,100.0,23260.25
1771723939.917165,100.0,23260.25
1771723940.0184298,100.0,23260.25
1771723940.1195822,40.0,23260.25
1771723940.2203903,40.0,23260.25
1771723940.3212478,67.0,23260.25
1771723940.4221127,67.0,23260.25
1771723940.5229702,13.0,23260.25
1771723940.623807,13.0,23260.25
1771723940.7246907,54.0,23260.25
1771723940.8255627,54.0,23260.25
1771723940.926469,100.0,23260.25
1771723941.0273497,100.0,23260.25
1771723941.1281857,71.0,23260.25
1771723941.2290103,71.0,23260.25
1771723941.3328273,13.0,23260.25
1771723941.4336655,13.0,23260.25
1771723941.5348556,0.0,23260.25
1771723941.636047,0.0,23260.25
1771723941.7372553,52.0,23260.25
1771723941.838405,52.0,23260.25
1771723941.9395227,100.0,23260.25
1771723942.0403817,100.0,23260.25
1771723942.1412349,100.0,23260.25
1771723942.2420702,100.0,23260.25
1771723942.342909,100.0,23260.25
1771723942.443778,100.0,23260.25
1771723942.5446591,100.0,23260.25
1771723942.64552,100.0,23260.25
1771723942.7463808,100.0,23260.25
1771723942.8472483,100.0,23260.25
1771723942.948365,100.0,23260.25
1771723943.049219,100.0,23260.25
